4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
5758,928.0,Matthew McConaughey,11/4/1969,Uvalde,USA,61.0,"American actor and producer Matthew David McConaughey was born in Uvalde, Texas. His mother, Mary Kathleen (McCabe), is a substitute school teacher originally from New Jersey. His father, James Donald McConaughey, was a Mississippi-born gas station owner who ran an oil pipe supply business. He is of Irish, Scottish, English, German, and Swedish ...",Male,White,
5759,929.0,Kevin Spacey,7/26/1959,South Orange,USA,61.0,"Kevin Spacey Fowler, better known by his stage name Kevin Spacey, is an American actor of screen and stage, film director, producer, screenwriter and singer. He began his career as a stage actor during the 1980s before obtaining supporting roles in film and television. He gained critical acclaim in the early 1990s that culminated in his first ...",Male,White,
5760,930.0,Charles S. Dutton,1/30/1951,Baltimore,USA,69.0,"Charles S. Dutton was born on January 30, 1951 in Baltimore, Maryland, USA as Charles Stanley Dutton. He is an actor and producer, known for Alien� (1992), Gothika (2003) and Legion (2010). He was previously married to Debbi Morgan.",Male,African American,
5761,931.0,Brenda Fricker,2/17/1945,Dublin,Ireland,66.0,"Irish character actress Brenda Fricker was born in Dublin, and gained experience in Irish theatre and with the National Theatre, the Royal Shakespeare Company, and the Court Theatre Company in Great Britain. Brenda received great acclaim for her Oscar-winning supporting performance as the determined mother of a son afflicted with cerebral palsy in...",Female,White,
5762,932.0,Patrick Stewart,7/13/1940,Mirfield,UK,61.0,"Sir Patrick Stewart was born in Mirfield, Yorkshire, England, to Gladys (Barrowclough), a textile worker and weaver, and Alfred Stewart, who was in the army. He was a member of various local drama groups from about age 12. He left school at age 15 to work as a junior reporter on a local paper; he quit when his editor told him he was spending too ...",Male,White,
5763,933.0,Jonathan Frakes,8/19/1952,Bellefonte,USA,75.0,"Jonathan Scott Frakes was born on August 19, 1952 in Bellefonte, in central Pennsylvania. He is the son of Doris J. (Yingling) and Dr. James R. Frakes, a professor. His parents moved with Jonathan and his younger brother Daniel to Bethlehem in eastern Pennsylvania. There, his father taught English at Lehigh University, where he held the Fairchild ...",Male,White,
5764,934.0,Brent Spiner,2/2/1949,Houston,USA,61.0,"Brent Spiner, whose primary claim to fame is his portrayal of the beloved android Data on the television series Star Trek: The Next Generation (1987), was born and raised in Houston, Texas. His parents, Sylvia (Schwartz) and Jack Spiner, owned and operated a furniture store, and were both from Jewish immigrant families (from Austria, Hungary, and ...",Male,White,
5765,935.0,LeVar Burton,2/16/1957,Landstuhl,Germany,67.0,"LeVar Burton was born on February 16, 1957 in Landstuhl, Rhineland-Palatinate, Germany as Levardis Robert Martyn Burton Jr. He is an actor and director, known for Star Trek Generations (1994), Star Trek: First Contact (1996) and Roots (1977). He has been married to Stephanie Cozart Burton since October 3, 1992. They have one child.",Male,African American,
5766,936.0,Michael Dorn,12/9/1952,Luling,USA,74.0,"Michael Dorn was born on December 9, 1952 in Luling, Texas, USA as Michiel Dorn. He is an actor and director, known for Star Trek: First Contact (1996), Star Trek: Insurrection (1998) and Star Trek: Nemesis (2002).",Male,African American,
5767,937.0,Gates McFadden,3/2/1949,Cuyahoga Falls,USA,68.0,"Gates McFadden was born on March 2, 1949 in Cuyahoga Falls, Ohio, USA as Cheryl Gates McFadden. She is known for her work on Star Trek: First Contact (1996), Star Trek: Insurrection (1998) and Star Trek: Nemesis (2002). She is married to John Talbot. They have one child.",Female,White,
5768,938.0,Marina Sirtis,3/29/1955,London,UK,63.0,"Marina Sirtis was born in London, England, to Greek parents, Despina (Yianniri), a tailor's assistant, and John Sirtis. Her parents did not want her to become an actress. As soon as Marina completed high school, she secretly applied to the Guildhall School of Music and Drama. After her graduation, she worked in musical theater, repertory and ...",Female,White,
5769,939.0,Alfre Woodard,11/8/1952,Tulsa,USA,63.0,"Alfre Woodard was born on November 8, 1952 in Tulsa, Oklahoma, the youngest of three children of Constance, a homemaker, and Marion H. Woodard, an interior designer. She was named by her godmother, who claimed she saw a vision of Alfre's name written out in gold letters. A former high school cheerleader and track star, she got the acting bug after...",Female,African American,
5770,940.0,James Cromwell,1/27/1940,Los Angeles,USA,78.0,"Born in Los Angeles but raised in Manhattan and educated at Middlebury College and Carnegie-Mellon University, James Cromwell is the son of film director John Cromwell and actress Kay Johnson. He studied acting at Carnegie-Mellon, and went into the theatre (like his parents) doing everything from Shakespeare to experimental plays. He started ...",Male,White,
5771,941.0,Samantha Mathis,5/12/1970,Brooklyn,USA,65.0,"Samantha Mathis was born in 1970 in New York, to Donald Mathis and Austrian-born Bibi Besch, an aspiring actress at the time. Her maternal grandmother was actress Gusti Huber. Her first acting job was in a commercial for baby products with her mother. Since her parents divorced when she was only three years old, Samantha was very exposed to the ...",Female,White,
5772,942.0,Howie Long,1/6/1960,Charlestown,USA,77.0,"Howie Long was born on January 6, 1960 in Charlestown, Massachusetts, USA as Howard Michael Long. He is an actor, known for Broken Arrow (1996), 3000 Miles to Graceland (2001) and Firestorm (1998). He has been married to Diane Addonizio since June 27, 1982. They have three children.",Male,White,
5773,943.0,Vondie Curtis-Hall,9/30/1950,Detroit,USA,,"Vondie Curtis-Hall was born on September 30, 1950 in Detroit, Michigan, USA. He is an actor and director, known for Romeo + Juliet (1996), Falling Down (1993) and Chicago Hope (1994). He has been married to Kasi Lemmons since 1995. They have two children.",Male,African American,
5774,944.0,Jack Thompson,8/31/1940,Sydney,Australia,61.0,"Australian actor Jack Thompson was born John Hadley Payne on August 31, 1940 in Manly, New South Wales, a suburb of Sydney. Outside of Oz, he is best known for his appearances in The Chant of Jimmie Blacksmith (1978), Breaker Morant (1980), The Man from Snowy River (1982), Midnight in the Garden of Good and Evil (1997) and Star Wars: Episode II - ...",Male,White,
5775,945.0,Cuba Gooding Jr.,1/2/1968,The Bronx,USA,61.0,"Cuba Gooding Jr. was born on January 2, 1968, in The Bronx, New York. His mother, Shirley (Sullivan), was a backup singer for The Sweethearts. His father, Cuba Gooding, was the lead vocalist for the RB group The Main Ingredient, which had a hit with the song ""Everybody Plays The Fool"". His paternal grandfather was from Barbados. Cuba's father ...",Male,African American,
5776,946.0,Renee Zellweger,4/25/1969,Katy,USA,63.0,"Ren�e Kathleen Zellweger was born on April 25, 1969, in Katy, Texas, USA. Her mother, Kjellfrid Irene (Andreassen), is a Norwegian-born former nurse and midwife, of Norwegian, Kven (Finnish), and Swedish descent. Her father, Emil Erich Zellweger, is a Swiss-born engineer. The two married in 1963. Ren�e has a brother named Drew Zellweger, a ...",Female,White,
5777,947.0,Kelly Preston,10/13/1962,Honolulu,USA,66.0,"Kelly Preston was born on October 13, 1962 in Honolulu, Hawaii. A talented and captivating performer, Kelly first garnered international attention with her role as ""Marnie Mason"" in Ivan Reitman's Twins (1988), starring Arnold Schwarzenegger and Danny DeVito. With her diverse character portrayals in films, such as director Cameron Crowe's Jerry ...",Female,White,
5778,948.0,Jerry O'Connell,2/17/1974,New York City,USA,74.0,"Jerry O'Connell was born in New York City, to Linda (Witkowski), an art teacher, and Michael O'Connell, a British-born advertising agency art director. He spent his early years in Manhattan, with his parents and younger brother, Charlie O'Connell, who is also an actor. He is of one half Irish, one quarter Italian, and one quarter Polish, descent. ...",Male,White,
5779,949.0,Jay Mohr,8/23/1970,Verona,USA,69.0,"Jay Mohr, born in Verona, New Jersey, USA, wanted to be a comedian all of his life. He performed stand-up comedy at colleges, comedy clubs, and such television forums as An Evening at the Improv (1982) and Two Drink Minimum (1994). He first gained national attention while a cast member on Saturday Night Live (1975), where he became known for his ...",Male,White,
5780,950.0,Regina King,1/15/1971,Los Angeles,USA,63.0,"Regina King was born in Los Angeles, California, to Gloria, a special education teacher, and Thomas King, an electrician. She began her career in the television show 227 (1985), followed by a role in Boyz n the Hood (1991). She began to be recognized by a mainstream audience after her role as Cuba Gooding Jr.'s character's wife in Jerry Maguire (...",Female,African American,
5781,951.0,Jonathan Lipnicki,10/22/1990,Westlake Village,USA,68.0,"Jonathan was born in Westlake Village, CA to Rhonda and Joe Lipnicki. At the age of five Jonathan Lipnicki received global acclaim as he carried his own with Tom Cruise and Renee Zellweger in the Academy Award-winning film Jerry Maguire. After this breakout role, Jonathan had become a widely-recognizable celebrity. His early works included ...",Male,White,
5782,952.0,Jada Pinkett Smith,9/18/1971,Baltimore,USA,60.0,"Jada Koren Pinkett Smith was born in Baltimore, Maryland, to Robsol Grant Pinkett, Jr., a contractor, and Adrienne Banfield-Jones, a nurse. They divorced after only a few months of marriage. Her father is of African-American descent and her mother is of Afro-Caribbean ancestry (from Barbados and Jamaica). Jada majored in dance and choreography at ...",Female,African American,
5783,953.0,Larry Miller,10/15/1953,Valley Stream,USA,61.0,"Larry Miller was born on October 15, 1953 in Valley Stream, Long Island, New York, USA. He is an actor and writer, known for 10 Things I Hate About You (1999), Pretty Woman (1990) and The Nutty Professor (1996). He has been married to Eileen Conn since March 6, 1993. They have two children.",Male,White,
5784,954.0,Dave Chappelle,8/24/1973,Washington,USA,61.0,"Dave Chappelle's career started while he was in high school at Duke Ellington School of the Arts in Washington, DC where he studied theatre arts. At the age of 14, he began performing stand-up comedy in nightclubs. Shortly after graduation, he moved to New York City where he quickly established himself as a major young talent. At the age of 19, ...",Male,African American,
5785,955.0,John Ales,1/3/1969,Los Angeles,USA,,"John Ales was born on January 3, 1969 in Los Angeles, California, USA as John Gregory Ales. He is an actor and producer, known for The Nutty Professor (1996), Nutty Professor II: The Klumps (2000) and Spy Hard (1996). He is married to Wendy Gazelle. They have one child.",Male,White,
5786,956.0,Patricia Wilson,,,,,"Patricia Wilson is an actress, known for A League of Their Own (1992), The Nutty Professor (1996) and Hard Time on Planet Earth (1989).",Female,White,
5787,957.0,Jamal Mixon,6/17/1983,,,,"Jamal Mixon was born on June 17, 1983. He is an actor, known for The Nutty Professor (1996), Nutty Professor II: The Klumps (2000) and Paul Blart: Mall Cop (2009).",Male,African American,
5788,958.0,Nichole McAuley,,Atlanta,USA,,"Born in Atlanta, Georgia, USA, from age eight Nichole began participating in competitions. At the age of ten was selected to be featured on 60 Minutes story about beauty competitions and talent searches. After moving to Los Angeles Nichole began modeling. She then began appearing in commercials, then T.V. shows and eventually movies. Nichole has ...",Female,White,
5789,959.0,Glenn Close,3/19/1947,Greenwich,USA,65.0,"Seven time Academy Award-nominated actress Glenn Close was born and raised in Greenwich, Connecticut. She is the daughter of Bettine (Moore) and William Taliaferro Close (William Close), a prominent doctor. Both of her parents were from upper-class northeastern families. Glenn was often seen on Broadway until 1982 when she was cast in her award ...",Female,White,
5790,960.0,Joely Richardson,1/9/1965,Marylebone,UK,61.0,"For Joely, the theatre must be in her genes. Born in Marylebone, London, England, she is the daughter of director Tony Richardson and Vanessa Redgrave, granddaughter of Sir Michael Redgrave, niece of Lynn Redgrave, and sister of Natasha Richardson. Former husband Tim Bevan is a producer. However the genes were slow - as a child she saw her older ...",Female,White,
